Timestamp,IP_Version,Source_IP,Destination_IP,Protocol_Details
2026-06-11 17:02:42,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2620:1ec:33:1::12,TCP
2026-06-11 17:02:42,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2620:1ec:33:1::12,TCP
2026-06-11 17:02:42,IPv6,2620:1ec:33:1::12,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:02:42,IPv6,2620:1ec:33:1::12,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:02:42,IPv6,2620:1ec:33:1::12,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:02:42,IPv6,2620:1ec:33:1::12,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:02:42,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2620:1ec:33:1::12,TCP
2026-06-11 17:02:42,IPv6,2620:1ec:33:1::12,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:02:42,IPv6,2620:1ec:33:1::12,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:02:42,IPv6,2620:1ec:33:1::12,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:02:42,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2620:1ec:33:1::12,TCP
2026-06-11 17:02:42,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2620:1ec:33:1::12,TCP
2026-06-11 17:02:42,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2620:1ec:33:1::12,TCP
2026-06-11 17:02:42,IPv6,2620:1ec:33:1::12,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:02:42,IPv6,2620:1ec:33:1::12,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:02:42,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2620:1ec:33:1::12,TCP
2026-06-11 17:02:42,IPv6,2620:1ec:33:1::12,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:02:42,IPv4,192.168.1.171,52.212.2.15,TCP
2026-06-11 17:02:42,IPv4,52.212.2.15,192.168.1.171,TCP
2026-06-11 17:02:43,IPv4,192.168.1.171,52.212.2.15,TCP
2026-06-11 17:02:43,IPv6,2620:1ec:33:1::12,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:02:43,IPv6,2620:1ec:33:1::12,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:02:43,IPv6,2620:1ec:33:1::12,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:02:43,IPv6,2620:1ec:33:1::12,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:02:43,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2620:1ec:33:1::12,TCP
2026-06-11 17:02:43,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2600:141b:1c00:37::17d2:5c86,TCP
2026-06-11 17:02:43,IPv4,52.212.2.15,192.168.1.171,TCP
2026-06-11 17:02:43,IPv6,2600:141b:1c00:37::17d2:5c86,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:02:43,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2600:141b:1c00:37::17d2:5c86,TCP
2026-06-11 17:03:51,IPv6,2607:f8b0:4006:816::200a,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,UDP
2026-06-11 17:03:51,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2607:f8b0:4006:816::200a,UDP
2026-06-11 17:03:52,IPv4,192.168.1.171,192.168.1.1,UDP
2026-06-11 17:03:52,IPv4,192.168.1.171,192.168.1.1,UDP
2026-06-11 17:03:52,IPv4,192.168.1.171,192.168.1.1,UDP
2026-06-11 17:03:52,IPv4,192.168.1.1,192.168.1.171,UDP
2026-06-11 17:03:52,IPv4,192.168.1.1,192.168.1.171,UDP
2026-06-11 17:03:52,IPv4,192.168.1.1,192.168.1.171,UDP
2026-06-11 17:03:55,IPv4,192.168.1.171,192.168.1.1,UDP
2026-06-11 17:03:55,IPv4,192.168.1.171,192.168.1.1,UDP
2026-06-11 17:03:55,IPv4,192.168.1.171,192.168.1.1,UDP
2026-06-11 17:03:55,IPv4,192.168.1.1,192.168.1.171,UDP
2026-06-11 17:03:55,IPv4,192.168.1.1,192.168.1.171,UDP
2026-06-11 17:03:55,IPv4,192.168.1.1,192.168.1.171,UDP
2026-06-11 17:03:59,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2001:4860:482a:7700::,UDP
2026-06-11 17:03:59,IPv6,2001:4860:482a:7700::,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,UDP
2026-06-11 17:04:06,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2607:f8b0:4006:816::200a,UDP
2026-06-11 17:04:06,IPv6,2607:f8b0:4006:816::200a,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,UDP
2026-06-11 17:04:06,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:04:09,IPv4,192.168.1.171,192.168.1.1,UDP
2026-06-11 17:04:09,IPv4,192.168.1.171,192.168.1.1,UDP
2026-06-11 17:04:09,IPv4,192.168.1.1,192.168.1.171,UDP
2026-06-11 17:04:09,IPv4,192.168.1.1,192.168.1.171,UDP
2026-06-11 17:04:11,IPv6,2607:f8b0:4006:816::200a,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,UDP
2026-06-11 17:04:11,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2607:f8b0:4006:816::200a,UDP
2026-06-11 17:04:14,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:04:14,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:04:14,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:04:14,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:04:14,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:04:14,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:04:14,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:04:14,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:04:14,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:04:14,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:04:14,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:04:14,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:04:14,IPv6,fe80::3ebd:c5ff:fe6f:605,ff02::c,UDP
2026-06-11 17:04:14,IPv6,fe80::3ebd:c5ff:fe6f:605,ff02::c,UDP
2026-06-11 17:04:14,IPv6,fe80::3ebd:c5ff:fe6f:605,ff02::c,UDP
2026-06-11 17:04:14,IPv6,fe80::3ebd:c5ff:fe6f:605,ff02::c,UDP
2026-06-11 17:04:14,IPv6,fe80::3ebd:c5ff:fe6f:605,ff02::c,UDP
2026-06-11 17:04:14,IPv6,fe80::3ebd:c5ff:fe6f:605,ff02::c,UDP
2026-06-11 17:04:14,IPv6,fe80::3ebd:c5ff:fe6f:605,ff02::c,UDP
2026-06-11 17:04:14,IPv6,fe80::3ebd:c5ff:fe6f:605,ff02::c,UDP
2026-06-11 17:04:14,IPv6,fe80::3ebd:c5ff:fe6f:605,ff02::c,UDP
2026-06-11 17:04:14,IPv6,fe80::3ebd:c5ff:fe6f:605,ff02::c,UDP
2026-06-11 17:04:14,IPv6,fe80::3ebd:c5ff:fe6f:605,ff02::c,UDP
2026-06-11 17:04:14,IPv6,fe80::3ebd:c5ff:fe6f:605,ff02::c,UDP
2026-06-11 17:04:14,IPv6,fe80::3ebd:c5ff:fe6f:605,ff02::c,UDP
2026-06-11 17:06:40,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:06:41,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2606:4700:4405::6812:2aa6,TCP
2026-06-11 17:06:41,IPv6,2606:4700:4405::6812:2aa6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:06:41,IPv6,2606:4700:4405::6812:2aa6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:06:41,IPv6,2606:4700:4405::6812:2aa6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:06:41,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2606:4700:4405::6812:2aa6,TCP
2026-06-11 17:06:41,IPv4,192.168.1.171,52.168.112.66,TCP
2026-06-11 17:06:41,IPv4,192.168.1.171,52.168.112.66,TCP
2026-06-11 17:06:41,IPv4,192.168.1.171,52.168.112.66,TCP
2026-06-11 17:06:41,IPv4,192.168.1.171,52.168.112.66,TCP
2026-06-11 17:06:41,IPv4,52.168.112.66,192.168.1.171,TCP
2026-06-11 17:06:41,IPv4,52.168.112.66,192.168.1.171,TCP
2026-06-11 17:06:41,IPv4,52.168.112.66,192.168.1.171,TCP
2026-06-11 17:06:41,IPv6,2603:1061:14:47::1,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:06:41,IPv6,2603:1061:14:47::1,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:06:41,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2603:1061:14:47::1,TCP
2026-06-11 17:06:41,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2603:1061:14:47::1,TCP
2026-06-11 17:06:41,IPv6,2603:1061:14:47::1,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:06:41,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2603:1061:14:47::1,TCP
2026-06-11 17:06:41,IPv4,52.168.112.66,192.168.1.171,TCP
2026-06-11 17:06:41,IPv6,2603:1061:14:47::1,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:06:41,IPv4,192.168.1.171,52.168.112.66,TCP
2026-06-11 17:06:41,IPv4,192.168.1.171,192.168.1.1,UDP
2026-06-11 17:06:41,IPv4,192.168.1.171,192.168.1.1,UDP
2026-06-11 17:06:41,IPv4,52.168.112.66,192.168.1.171,TCP
2026-06-11 17:06:41,IPv4,192.168.1.171,52.168.112.66,TCP
2026-06-11 17:06:41,IPv4,192.168.1.1,192.168.1.171,UDP
2026-06-11 17:06:41,IPv4,192.168.1.1,192.168.1.171,UDP
2026-06-11 17:06:41,IPv4,192.168.1.171,20.50.201.200,TCP
2026-06-11 17:06:41,IPv4,52.168.112.66,192.168.1.171,TCP
2026-06-11 17:06:41,IPv4,20.50.201.200,192.168.1.171,TCP
2026-06-11 17:06:41,IPv4,192.168.1.171,20.50.201.200,TCP
2026-06-11 17:06:41,IPv4,192.168.1.171,20.50.201.200,TCP
2026-06-11 17:06:42,IPv4,20.50.201.200,192.168.1.171,TCP
2026-06-11 17:06:42,IPv4,192.168.1.171,20.50.201.200,TCP
2026-06-11 17:06:42,IPv4,20.50.201.200,192.168.1.171,TCP
2026-06-11 17:06:42,IPv4,20.50.201.200,192.168.1.171,TCP
2026-06-11 17:06:42,IPv4,20.50.201.200,192.168.1.171,TCP
2026-06-11 17:06:42,IPv4,20.50.201.200,192.168.1.171,TCP
2026-06-11 17:06:42,IPv4,20.50.201.200,192.168.1.171,TCP
2026-06-11 17:06:42,IPv4,192.168.1.171,20.50.201.200,TCP
2026-06-11 17:06:42,IPv4,192.168.1.171,20.50.201.200,TCP
2026-06-11 17:06:42,IPv4,192.168.1.171,20.50.201.200,TCP
2026-06-11 17:06:42,IPv4,192.168.1.171,20.50.201.200,TCP
2026-06-11 17:06:42,IPv6,fe80::3ebd:c5ff:fe6f:605,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,ICMPv6
2026-06-11 17:06:42,Layer 2,N/A,N/A,Ether / ARP who has 192.168.1.171 says 192.168.1.1 / Padding
2026-06-11 17:06:42,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,fe80::3ebd:c5ff:fe6f:605,ICMPv6
2026-06-11 17:06:42,Layer 2,N/A,N/A,Ether / ARP is at 56:3a:ed:07:f2:00 says 192.168.1.171
2026-06-11 17:06:42,IPv4,20.50.201.200,192.168.1.171,TCP
2026-06-11 17:06:42,IPv4,20.50.201.200,192.168.1.171,TCP
2026-06-11 17:06:42,IPv4,20.50.201.200,192.168.1.171,TCP
2026-06-11 17:06:42,IPv4,192.168.1.171,20.50.201.200,TCP
2026-06-11 17:06:42,IPv4,192.168.1.171,20.50.201.200,TCP
2026-06-11 17:06:42,IPv4,192.168.1.171,20.50.201.200,TCP
2026-06-11 17:06:42,IPv4,20.50.201.200,192.168.1.171,TCP
2026-06-11 17:06:44,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2001:4860:482a:7700::,UDP
2026-06-11 17:06:44,IPv6,2001:4860:482a:7700::,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,UDP
2026-06-11 17:06:44,IPv4,192.168.1.171,23.219.36.101,TCP
2026-06-11 17:06:44,IPv4,23.219.36.101,192.168.1.171,TCP
2026-06-11 17:06:44,IPv4,192.168.1.171,140.82.112.26,TCP
2026-06-11 17:06:44,IPv4,192.168.1.171,23.219.36.101,TCP
2026-06-11 17:06:44,IPv4,140.82.112.26,192.168.1.171,TCP
2026-06-11 17:06:44,IPv6,2603:1061:14:40::1,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:06:44,IPv6,2603:1061:14:40::1,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:06:44,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2603:1061:14:40::1,TCP
2026-06-11 17:06:44,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2603:1061:14:40::1,TCP
2026-06-11 17:06:44,IPv6,2603:1061:14:40::1,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:06:44,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2603:1061:14:40::1,TCP
2026-06-11 17:06:44,Layer 2,N/A,N/A,Ether / ARP who has 192.168.1.173 says 192.168.1.1 / Padding
2026-06-11 17:06:44,IPv6,2603:1061:14:40::1,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:06:47,IPv6,2603:1061:14:4c::1,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:06:47,IPv6,2603:1061:14:4c::1,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:06:47,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2603:1061:14:4c::1,TCP
2026-06-11 17:06:47,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2603:1061:14:4c::1,TCP
2026-06-11 17:06:47,IPv6,2603:1061:14:4c::1,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:06:47,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2603:1061:14:4c::1,TCP
2026-06-11 17:06:47,IPv6,2603:1061:14:4c::1,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:06:50,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2607:f8b0:4006:816::200a,UDP
2026-06-11 17:06:50,IPv6,2607:f8b0:4006:816::200a,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,UDP
2026-06-11 17:06:51,IPv4,192.168.1.171,20.184.175.4,TCP
2026-06-11 17:06:51,IPv4,20.184.175.4,192.168.1.171,TCP
2026-06-11 17:06:51,IPv4,192.168.1.171,20.184.175.4,TCP
2026-06-11 17:06:53,IPv6,fe80::3ebd:c5ff:fe6f:605,fe80::1d39:ed25:7cf:d255,ICMPv6
2026-06-11 17:06:53,IPv6,fe80::1d39:ed25:7cf:d255,fe80::3ebd:c5ff:fe6f:605,ICMPv6
2026-06-11 17:06:53,Layer 2,N/A,N/A,Ether / ARP who has 192.168.1.159 says 192.168.1.1 / Padding
2026-06-11 17:06:55,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2600:1401:d000:6::17c9:22b0,TCP
2026-06-11 17:06:55,IPv6,2600:1401:d000:6::17c9:22b0,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:06:55,IPv6,2607:f8b0:4006:816::200a,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,UDP
2026-06-11 17:06:55,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2607:f8b0:4006:816::200a,UDP
2026-06-11 17:06:56,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:06:56,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:06:56,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:06:56,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:06:56,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:06:56,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:06:56,IPv6,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,2600:1401:d000:6::17c9:22b0,TCP
2026-06-11 17:06:56,IPv6,2600:1401:d000:6::17c9:22b0,2600:4041:65e8:bc00:a865:c1fe:75ea:db43,TCP
2026-06-11 17:06:56,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:06:56,IPv4,192.168.1.1,239.255.255.250,UDP
2026-06-11 17:06:56,IPv4,192.168.1.1,239.255.255.250,UDP
